,description,tags
1407,more women turn to net security  older people and women are increasingly taking charge of protecting home computers against malicious net attacks according to a twoyear study  the number of women buying programs to protect pcs from virus spam and spyware attacks rose by  each year between  and  the study for net security firm preventon shows that security messages are reaching a diversity of surfers it is thought that  of those buying home net security programs are retired for the last three years that has gone up by an average of  but more retired women  were buying security software than retired men the research reflects the changing stereotype and demographics of web users as well as growing awareness of the greater risks that highspeed broadband net connections can pose to surfers  the study predicts that  of all home pc net security buyers will be women in  they could even overtake men as the main buyers by  if current rates persist according to the research i think older people have become more vigilant about protecting their pcs as we tend to be more cautious and want an insurance policy in case something does go wrong said one over woman who took part in the research  you started off with young male stereotype computer users for last  years paul goosens head of preventon told the bbc news website now we are seeing real people  both sexes and very often it is women who have more access at home but net service providers still need to take more responsibility in making sure people are educated about net threats before they go online particuarly if they are new to broadband he said  programs also need to be tailored so that they can be installed by dialup users with a slower connection too said mr goosens security software should be easy to use with simple interfaces and instructions written in nontechnical language he added the nature of the security threats are also becoming more than just about email viruses highprofile complaints about rogue diallers and spyware or other programs that surreptitiously install themselves on computers have also raised awareness about the need to have a combination of antivirus firewall and spywareremoval programs too without protection these kinds of programs can be picked up just through surfing the web normally  more than  pcs a day globally are being recruited into networks that spread spam and viruses a study from security from symantec showed last year viruses written to make headlines by infecting millions are also getting rarer according to net security experts programs are being unleashed to directly profit criminal gangs many based in eastern europe over those which are designed to show off technical skills or cause nuisance the research shows that more people are taking these criminal net threats more seriously because said mr goosens they are reported in the press much more you are seeing older users being educated by the media and are seeing them picking up on this threat they are asking the right questions he explained it is more likely the younger users who naively assume that because they are using a reputable service provider that they are safe to connect to the net an unprotected computer on a broadband connection can be breached and infected with viruses or spyware within minutes by the end of the year it is thought that more than  of uk homes will have broadband net access in july last year the number of uk households accessing the net via broadband surpassed those using dialup for the first time according to the office of national statistics ,"technology, preventon, symantec, bbc, united kingdom, insurance policy, web users, security software, paul goosens, head, eastern europe, cyberwarfare, malware, computing, cybercrime, computer network security, e-commerce, online advertising, rogue software, spyware, antivirus software, computer virus, computer security, broadband, firewall"
1408,pandas benefit from wireless net  the worlds dwindling panda population is getting a helping hand from a wireless internet network  the wolong nature reserve in the sichuan province of southwest china is home to  of the remaining  giant pandas in the world a broadband and wireless network installed on the reserve has allowed staff to chronicle the pandas daily activities the data and images can be shared with colleagues around the world the reserve conducts vital research on both panda breeding and bamboo ecology  using the network vets have been able to observe how infant pandas feed and suggest changes to improve the tiny cubs chances of survival  digital technology has transformed the way we communicate and share information inside wolong and with the rest of the world said zhang hemin director of the wolong nature reserve our researchers now have stateoftheart digital technology to help foster the panda population and manage our precious surroundings the network has been developed by intel working closely with the staff at wolong it includes a b wireless network and a video monitoring system using five cameras to observe pandas around the clock  before the new infrastructure arrived at the panda park staff walked or drove to deliver floppy disks across the reserve infant panda health was recorded on paper notebooks and research teams in the field had little access to the data to foster cultural links across the globe a childrens learning lab has been incorporated in the network in collaboration with globio federation for global biodiversity education for children an international nonprofit organisation it will enable children at local primary schools to hook up with their peers in portland oregon in the us digital technology brings this story to life by enabling a global dialogue to help bridge cultures around the world said globio founder gerry ellis ,"technology, portland, globio, intel, united states, digital technology, wireless netpandas benefit, wireless network, wireless internet network, federation for global biodiversity education for children, gerry ellis, zhang hemin, director of the wolong nature reserve, oregon, sichuan, southwest china, sichuan, geography of china, subdivisions of china, wolong national nature reserve, globio, wolong, giant pandas, po, ipanda, gao gao, digital technology, broadband"
1409,latest opera browser gets vocal  net browser opera  due for official release at the end of next month will be the most accessible browser on the market according to its authors  the latest version of the net browser can be controlled by voice command and will read pages aloud the voice features based on ibm technology are currently only available in the windows version opera can also magnify text by up to  times and users can create style sheets its developers say this will enable them to view pages with colours and fonts that they prefer but the browser does not yet work well with screen reader software often used by blind people so its accessibility features are more likely to appeal to those with some residual vision our mission was always to provide the best internet experience for everyone said opera spokeswoman berit hanson so we would obviously not want to exclude disabled computer users  another feature likely to appeal to people with low vision is the ability to make pages fit to the screen width which eliminates the need for horizontal scrolling  the company points out that this will also appeal to anyone using opera with a handheld device the company says that features like voice activation are not solely aimed at visually impaired people our idea was to take a first step in making humancomputer interaction more natural said ms hanson people are not always in a situation where they can access a keyboard so this makes the web a more handsfree experience unlike commercially available voice recognition software opera does not have to be trained to recognise an individual voice around  voice commands are available and users will have to wear a headset which incorporates a microphone the voice recognition function is currently only available in english opera is free to download but a paidfor version comes without an ad banner in the top right hand corner and with extra support opera began life as a research project  a spinoff from norwegian telecoms company telenor its browser is used by an estimated  million people on a variety of operating systems and a number of different platforms ,"entertainment, technology, ibm, telenor, screen reader software, handheld device, spin-off, internet experience, voice recognition software, microsoft windows, latest opera, ibm, berit hanson, said opera spokeswoman, people, software, portable software, opera software, web browsers, freeware, opera, telenor, internet channel, nintendo ds & dsi browser, operating systems, voice recognition"
1410,how to make a gigapixel picture  the largest digital panoramic photo in the world has been created by researchers in the netherlands  the finished image is  billion pixels in size  making it about  times the resolution of images produced by good consumer digital cameras the huge image of delft was created by stitching together  single snaps of the dutch city taken at a fixed spot if printed out in standard  dots per inch resolution the picture would be m high and m long  the researchers have put the image on a website which lets viewers explore the wealth of detail that it captures tools on the page let viewers zoom in on the city and its surroundings in great detail the website is already proving popular and currently has more than  visitors every day  the image was created by imaging experts from the dutch research and technology laboratory tno which created the  gigapixel photo as a summer time challenge  the goal of the project was to be one of the first groups to make gigapixel images the first image of such a size was manually constructed by us photographer max lyons in november  that image portrayed bryce canyon national park in utah and was made up of  separate photographs the panorama of delft is a little staid in contrast to the dramatic rockscape captured in mr lyons image he did it all by hand which was an enormous effort and we got the idea that if you use automatic techniques it would be feasible to build a larger image said jurgen den hartog one of the tno researchers behind the project we were not competing with mr lyons but it started as a lunchtime bet  the dutch team used already available technologies although it had to upgrade them to be able to handle the highresolution image  we had to rewrite almost all the tools me den hartog told the bbc news website all standard windows viewers available would not be able to load such a large image so we had to develop one ourselves the  component pictures were taken on july  by a computercontrolled camera with a  mm lens each image was made to slightly overlap so they could be accurately arranged into a composite the stitching process was also done automatically using five powerful pcs over three days following the success of this project and with promises of help from others the tno team is considering creating a full degree panoramic view of another dutch city with even higher resolution ,"technology, bryce canyon, bbc, united states, netherlands, laboratory tno, technology laboratory, me den hartog, jurgen den hartog, max lyons, photographer, utah, visual arts, panorama software, photography, panorama photography, digital photography, gigapixel image, panorama, hartog, delft, digital cameras"
1411,california sets fines for spyware  the makers of computer programs that secretly spy on what people do with their home pcs could face hefty fines in california  from  january a new law is being introduced to protect computer users from software known as spyware the legislation which was approved by governor arnold schwarzenegger is designed to safeguard people from hackers and help protect their personal information spyware is considered by computer experts to be one of the biggest nuisance and security threats facing pc users in the coming year the software buries itself in computers and can collect a wide range of information at its worst it has the ability to hijack personal data like passwords login details and credit card numbers the programs are so sophisticated they change frequently and become impossible to eradicate  one form of spyware called adware has the ability to collect information on a computer users websurfing it can result in people being bombarded with popup ads that are hard to close in washington congress has been debating four antispyware bills but california is a step ahead the states consumer protection against spyware act bans the installation of software that takes control of another computer it also requires companies and websites to disclose whether their systems will install spyware consumers are able to seek up to  in damages if they think they have fallen victim to the intrusive software the new law marks a continuing trend in california towards tougher privacy rights a recent survey by earthlink and webroot found that  of pcs are infested with the surreptitious software and that on average each one is harbouring  separate spyware programs currently users wanting protection from spyware have turned to free programs such as spybot and adaware ,"technology, washington, webroot, earthlink, intrusive software, surreptitious software, congress, arnold schwarzenegger, spy, governor, california, malware, espionage, computer security, rogue software, computer network security, spyware, identity theft, online advertising, spybot – search & destroy, ad-aware, spybot, ca anti-spyware"
1412,peertopeer nets here to stay  peertopeer pp networks are here to stay and are on the verge of being exploited by commercial media firms says a panel of industry experts  once several highprofile legal cases against filesharers are resolved this year firms will be very keen to try and make money from pp technology the expert panel probed the future of pp at the consumer electronics show in las vegas earlier in january the first convictions for pp piracy were handed out in the us in january william trowbridge and michael chicoine pleaded guilty to charges that they infringed copyright by illegally sharing music movies and software since the first successful filesharing network napster was forced to close down the entertainment industry has been nervous and critical of pp technology blaming it for falling sales and piracy but that is going to change very soon according to the panel  the music and film industries have started some big legal cases against owners of legitimate pp networks  which are not illegal in themselves  and of individuals accused of distributing pirated content over networks but they have slowly realised that pp is a good way to distribute content said travis kalanick founder and chairman of pp network red swoosh and soon they are all going to want a slice of it they are just waiting to come up with business models that work for them which includes digital rights management and copyprotection standards  but until the legal actions are resolved experimentation with pp cannot not happen said michael weiss president of streamcast networks remembering the furore around vcrs when they first came out mr weiss said old media always tries to stop new media when they cant stop it they try to control it then they figure out how to make money and they always make a lot of money once the courts decided that the vcr in itself was not an illegal technology the film studios turned it into an extremely lucrative business in august  the san franciscobased us court of appeals ruled in favour of grokster and streamcast two filesharing networks the court said they were essentially in the same position that sony was in the s vcr battle and said that the networks themselves could not be deemed as illegal  pp networks usually do not rely on dedicated servers for the transfer of files instead it uses direct connections between computers  or clients there are now many different types of pp systems than work in different ways pp nets can be used to share any kind of file like photos free software licensed music and any other digital content the bbc has already decided to embrace the technology it aims to offer most of its own programmes for download this year and it will use pp technology to distribute them the files would be locked seven days after a programme aired making rights management easier to control but the technology is still demonised and misunderstood by many the global entertainment industry says more than  billion copyrighted music files are downloaded every month and about half a million films are downloaded a day legal music download services like apple itunes napster have rushed into the music marketplace to try and lure filesharers away from free content sales of legallydownloaded songs grew tenfold in  with  million tracks bought online in the us and europe in  months the ifpi reported this week but such download services are very different from pp networks not least because of the financial aspect  there are several moneyspinning models that could turn pp into a golden egg for commercial entertainment companies paidforpassalong in which firms receive money each time a file is shared along with various drm solutions and advertiserbased options are all being considered we see there are going to be different models for commoditising pp said marc morgenstern vice president of antipiracy firm overpeer  consumers are hungry for it and we will discover new models together agreed mr morgenstern but many net users will continue to ignore the entertainment industrys potential controlling grip on content and pp technology by continuing to use it for their own creations unsigned bands for example use pp networks to distribute their music effectively which also draws the attention of record companies looking for new artists to sign increasingly what you are seeing on pp is consumercreated content said derek broes from microsoft they will probably pay an increasing role in helping pp spread he said looking into pps future file sharing is just the beginning for pp networks as far as mr broes is concerned once some of these issues are resolved you are going to see aggressive movement to protect content but also in ways that are unimaginable now he said filesharing is the tip of the iceberg ,"technology, entertainment, las vegas, san francisco, overpeer, streamcast networks, bbc, sony, red swoosh, microsoft, napster, us court of appeals, europe, united states, download services, free software, media firms, file-sharing networks, illegal technology, legal music download services, file-sharing network, us court of appeals, derek broes, william trowbridge, michael weiss, travis kalanick, marc morgenstern, michael chicoine, chairman, president, vice president, file sharing, intellectual property law, computing, law, peer-to-peer, grokster, copyright infringement, social peer-to-peer processes, peer-to-peer file sharing, proactive network provider participation for p2p, peer-to-peer, illegal technology, file sharing, p2p technology"
1413,firefox browser takes on microsoft  microsofts internet explorer has a serious rival in the longawaited firefox  web browser which has just been released  few people get excited when some new software is released especially when the program is not a game or a music or movie player but the release of the first full version of firefox has managed to drum up a respectable amount of prelaunch fervour fans of the software have banded together to raise cash to pay for an advert in the new york times announcing that version  of the browser is available the release of firefox  on  november might even cause a few heads to turn at microsoft because the program is steadily winning people away from the software giants internet explorer browser  firefox has been created by the mozilla foundation which was started by former browser maker netscape back in  much of the development work done since then has gone into firefox which made its first appearance under this name in february earlier incarnations but which had the same core technology were called phoenix and firebird since then the software has been gaining praise and converts not least because of the large number of security problems that have come to light in microsofts internet explorer rivals to ie got a boost in late june when two us computer security organisations warned people to avoid the microsoft program to avoid falling victim to a serious vulnerability  internet monitoring firm websidestory has charted the growing population of people using the firefox browser and says it is responsible for slowly eroding the stranglehold of ie before july this year according to websidestory internet explorer was used by about  of web surfers that figure had remained static for years in july the ie using population dropped to  and by the end of october stood at  the mozilla foundation claims that firefox has been downloaded almost eight million times and has publicly said it would be happy to garner  of the windows using netbrowsing population firefox is proving popular because at the moment it has far fewer security holes than internet explorer and has some innovations lacking in microsofts program for instance firefox allows the pages of different websites to be arranged as tabs so users can switch easily between them it blocks popups has a neat way of finding text on a page and lets you search through the pages you have browsed  one of the most powerful features of firefox is the many hundreds of extras or extensions produced for it the mozilla foundation is an open source organisation which means that the creators of the browser are happy for others to play around with the core code for the program this has resulted in many different addons or extensions for the browser which now include everything from a version of the familiar google toolbar to a homeland security monitor that keep users aware of current threat levels firefox which used to be called firebird and before that phoenix also has a growing number of vocal netbased fans a campaign coordinated by the spread firefox website attempted to raise the  needed for a full page advert in the new york times the campaign set itself a target of recruiting  volunteers ten days in to the campaign  people had signed up and now about  has been raised the ad is due to run sometime in a threeweek period in late novemberearly december the surplus cash will be used to help keep the mozilla foundation running microsoft is facing a growing challenge to ies hold on the web using population from alternative browsers such as opera safari amaya and even netscape ,"technology, phoenix, firebird, the new york times, websidestory, netscape, google, microsoft, united states, web browser, internet explorer browser, web surfers, browser maker, software giant, internet explorer, internet monitoring, web using population, microsoft windows, mozilla foundation, movie player, the new york times, software, mozilla, firefox, netscape, internet explorer, web browser, add-on, browser wars, mozilla corporation"
1414,cebit opens to mobile music tune  cebit the worlds largest hitech fair has opened its doors in hanover for a look at the latest technologies for homes and businesses  there are more than  exhibitors registered and about  visitors are expected to pass through the doors third generation mobiles the digital home and broadband are key themes at the show camera phones will get better resolutions as vendors set out to prove that bigger is definitely better samsung is set to steal some initial limelight with the launch of a megapixel phone on the opening day  the schv has some of the features of highend digital single lens reflex cameras such as manual focus and the ability to attach a telephoto or wideangle lens camera phones are likely to prove an interesting battle ground at the show said ben wood principal analyst at research firm gartner it is firmly established that cameras are an integral part of phones and now the technology arms race is on in terms of megapixels there will be a certain amount of look how big mine is he said there will also be increasing focus on musicenabled mobiles at gsm in cannes everyone went music mad and music is going to be a big theme for all the vendors at cebit said mr wood sony ericsson will use the fair to show off the w  its recently unveiled walkman branded phone  and there is speculation that motorola may unveil its rokr handset widely tipped as the first to carry apples itunes music software apple and motorola announced they were getting together at the end of last year as a result of a longstanding friendship between motorolas chief executive ed zander and steve jobs  some analysts think motorola may save the launch for ctia a wireless show in america the following week which could be a telling sign about how operators are coming to view the german tech fair  one of the interesting things is that cebit is clearly a show in decline said mr wood a lot of the big players such as nokia are pulling back saying it is hard to justify a big presence at all of the shows it could be the last big year for cebit he said other themes include tvenabled mobiles which are bound to create a buzz in the halls as vodafone unveils a prototype handset that can show live digital television there has been a glut of recent headlines about mobile tv  french operators are teaming up o is trialling a system in oxford uk and nokia begins trialling a system in finland with the finnish broadcasting company yle tv and commercial tv channels cebit could become the battleground for the two competing methods for getting tv on to mobiles and is also likely to provide a stage for a technology slated to compete with g hsdpa high speed downlink packet access has been described as g on steroids and could offer consumers much faster download times for instance a song which currently takes one and a half minutes to download to a phone could be done in  seconds korean giants lg electronics and samsung will show off hsdpa handsets at the show and the technology is set to be rolled out in the us europe and korea next year broadband will continue to be a key theme at the show with internet telephony proving this years killer application  germanys largest online service provider tonline is tipped to reveal software for lowcost net telephony which would see it competing with its parent company deutsche telekom cebit is used by many to unveil cutting edge products and in the mobile sphere this is likely to mean a lot of bright colourful handsets as fashion continues to compete with technology when it comes to the device everyone has in their pockets rainbowcoloured phones influenced by handsets from japan are just one example of how asian companies will stamp their mark on this years show at which they will have their biggest ever presence cebit organisers have created a digital home in hall  of the  hangarlike buildings that will house the show the digital home will be a hyped theme at the show the house will be totally wired and full of things that can be used for home entertainment said cebit organiser gabriele dorries ,"technology, cannes, oxford, sony ericsson, gartner, finnish broadcasting company, yle, vodafone, itunes, nokia, samsung, deutsche telekom, motorola, lg electronics, apple, america, europe, germany, japan, united states, korea, united kingdom, finland, cannes, technology arms race, internet telephony, itunes music software, net telephony, wireless show, online service, ed zander, gabriele dorries, steve jobs, ben wood, principal analyst at research firm, walkman, technology, manufacturing, business, videotelephony, cebit, motorola, sony mobile, hutchison 3g, samsung electronics, o2, ip telephony, broadband, digital tv, 3g"
1415,games maker fights for survival  one of britains largest independent game makers argonaut games has been put up for sale  the londonbased company behind the harry potter games has sacked about  employees due to a severe cash crisis the administrators told bbc news online that selling argonaut was the only way to save it as it had run out of cash argonaut warned that it was low on cash  days ago when its shares were suspended from trading on the london stock exchange  argonaut has been making games for some  years and is one the largest independent games developers in the uk  along with its headquarters in north london it operates studios in cambridge and sheffield argonaut was behind the harry potter games which provided a healthy flow of cash into the company but like all software developers argonaut needed a constant flow of deals with publishers signs that it was in trouble emerged in august when it warned it was heading for losses of m in the financial year due to delays in signing new contracts for games those new deals were further delayed leading argonaut to warn in midoctober that it was running out of cash and suspend trading of its shares on the london stock exchange as part of costcutting measures some  employees were fired when the news about the m loss came out we knew there were going to be redundancies said jason parkinson one of the game developers sacked by argonaut a lot of people suspected that argonaut had been in trouble for some time he told bbc news online mr parkinson said staff were told the job losses were necessary to save argonaut from going under at the start of the year the company employed  people after the latest round of cuts there are  staff at argonaut headquarters in edgware in north london with  at its morpheme offices in kentish town london and  at the just add monsters base in cambridge  argonaut called in administrators david rubin  partners on friday to find a way to rescue the company from collapse it spent the weekend going over the companys finances and concluded that the only way to save the business was to put it up for sale the administrator told bbc news online that the costs of restructuing would be too high partly because of the overheads from the companys four premises across the uk it said it was hopeful that it could save some  jobs by selling the business saying it had had expressions of interest from several quarters and were looking for a quick sale the administrator said it would ensure that staff made redundant would receive any wages redundancy or holiday pay due to them hopefully by christmas ,"business, kentish town, sheffield, london, cambridge, jason parkinson, argonaut games, bbc, london stock exchange, united kingdom, argonaut headquarters, christmas, software developers, david rubin, parkinson, administrator, argonaut games, video game development, argonaut, software development, jez san"
1416,junk emails on relentless rise  spam traffic is up by  putting the total amount of email that is junk up to an astonishing   the figures from email management firm email systems will alarm firms attempting to cope with the amount of spam in their inboxes while virus traffic has slowed down denial of service attacks are on the increase according to the firm virus mail accounts for just over  of all email traffic analysis by the firm has found  it is no longer just multinationals that are in danger of socalled denial of service attacks in which websites are bombarded by requests for information and rendered inaccessible email systems refers to a small ukbased engineering firm which received a staggering  million emails in january the type of spam currently being sent has subtlety altered in the last few months according to email systems analysis half of spam received since christmas has been healthrelated with gambling and porn also on the increase scam mails offering ways to make a quick buck have declined by  january is clearly a month when consumers are less motivated to purchase financial products or put money into dubious financial opportunities said neil hammerton managing director of email systems spammers seem to have adapted their output to reflect this focussing instead on medically motivated and pornographic offers presumably intentionally intended to coincide with what is traditionally considered to be the bleakest month in the calendar he said ,"technology, email systems, christmas, e-mail management, financial products, neil hammerton, managing director, spamming, computing, cyberspace, world wide web, email spam, email, joe job, anti-spam techniques"
1417,world tour for top video gamers  two uk gamers are about to embark on a world tour as part of the most lucrativeever global games tournament  aaron foster and david treacy have won the right to take part in a tournament offering m in total prize money the cash will be handed out over  separate competitions in a continenthopping contest organised by the cyberathlete professional league as part of their prize the pair will have their travel costs paid to ensure they can get to the different bouts  the cpl world tour kicks off in midfebruary and the first leg will be in istanbul all ten bouts of the tournament will be played throughout  each one in a different country at each stop  in prize money will be up for grabs the tournament champion for each leg of the cpl world tour will walk away with a  prize the winner of the grand final will get a prize purse of  from a total pot of   winners of each stage of the tour automatically get a place at the next stop the world tour stops are open to any keen gamer that registers online registration for the first stop opens this weekend some proplayers are winning a spot at the tour destinations through qualifying events organised by cpl partners winners at these qualifiers get seeded higher in the elimination parts of each tournament mr foster and mr treacy get the chance to attend the world tour as members of the uks fourkings gaming clan towards the end of  fourkings staged a series of online painkiller competitions to reveal the uks top players of the pc game the best eight players met facetoface in a special elimination event in late december where mr foster and mr tracey proved their prowess at painkiller as part of their prize the pair also get a contract with fourkings intel which is one of the uks few progaming teams there are a lot of people who take gaming very seriously and support their local or national team with the same passion as any other sport said simon bysshe who filmed the event for fourkings and intel more than  people have downloaded the movie of the tournament highlights professional gaming is here to stay and will only grow in popularity he said ,"istanbul, intel, kings, four, united kingdom, travel costs, online registration, cyberathlete professional league, david treacy, aaron foster, tracey, simon bysshe, gaming, esports, digital media, video game culture, cyberathlete professional league, painkiller, sander ""vo0"" kaasjager, serious gaming"
1418,microsoft sets sights on spyware  windows users could soon be paying microsoft to keep pcs free of spyware  following the takeover of antispyware firm giant microsoft said it would soon release a toolkit that strips machines of the irritating programs although initially free microsoft has not ruled out charging people who want to keep this toolkit up to date surveys show that almost every windows pc is infested with spyware programs that do everything from bombard users with adverts to steal login data microsoft said that a beta version of the toolkit to clean up windows machines should be available within  days  designed for pcs running windows  and xp the utility will clean out spyware programs constantly monitor what happens on a pc and will be regularly updated to catch the latest variants before now many of microsofts other security boosting programs such as the firewall in windows xp have been given away free but mike nash vice president in microsofts security business unit said it was still working out pricing and licensing issues charging for future versions has not been discounted he said well come up with a plan and roll that out he said the plan could turn out to be a lucrative one for microsoft a recent survey by earthlink and webroot found that  of pcs are infested with the surreptitious software and that on average each one is harbouring  separate spyware programs currently users wanting protection from spyware have turned to free programs such as spybot and adaware spyware comes in many forms and at its most benign exploits lazy browsing habits to install itself and subject users to unwanted adverts other forms hijack net browser settings to force people to view pages they would otherwise never visit at its most malign spyware watches everything that people do with their pc and steals login information and other personal data microsofts announcement about spyware comes after it bought small new york software firm giant company software terms of the acquisition were not disclosed ,"technology, new york, giant company software, microsoft, webroot, earthlink, giant, surreptitious software, software, windows 2000, microsoft windows, windows xp, xp, mike nash, vice president, software, computer security, system software, rogue software, computer network security, identity theft, online advertising, spyware, spybot – search & destroy, windows defender, ad-aware, microsoft windows, firewall"
1419,cabs collect mountain of mobiles  gadgets are cheaper smaller and more common than ever but that just means we are more likely to lose them  in london alone over the past six months more than  mobile phones have been left in the back of black cabs according to a survey that works out at about three phones per cab over the same period almost  laptops and  pdas such as palms and pocket pcs were left in licensed cabs even the great and good are not immune to losing their beloved gadgets jemima khan reportedly left her ipod phone and purse in a cab and asked for them to be returned to her friend who turned out to be hugh grant as the popularity of portable gadgets has grown and we trust more of our lives to them we seem to be forgetting them in ever larger numbers the numbers of lost laptops has leapt by  in the last three years  this has left londoners or those travelling by cab in the capital as the worlds best at losing laptops according to the research by the licensed taxi drivers association and pointsec a mobiledata backup firm more than twice as many laptops were left in the back of black cabs in london as in any of the nine other cities helsinki oslo munich paris stockholm copenhagen chicago and sydney where the research into lost and found gadgets was carried out by contrast danes were most adept at losing mobile phones being seven times more likely to leave it behind in a cab than travellers in germans norwegians and swedes top of the range phones can carry enormous amounts of data  enough to hold hundreds of pictures or thousands of contact details given that few people back up the data on their pc it is a fair bet that even fewer do so with the phone they carry around you could be losing a fair chunk of your life in the back of that cab not least because many people collect numbers on their phone that they do not have anywhere else  equally phones let you navigate through contacts by name so many people have completely forgotten their friends numbers and could not reconstruct them if they had to this growing habit of losing gadgets explains the rise of firms such as retrofone which lets people buy a cheap oldfashioned phone to replace the tiny shiny expensive one they have just lost britons growing love of phones has also led to the creation of the mobile equipment national database that lets you register the unique id number of your phone so it can be returned to you in the event of it being lost or stolen according to statistics  of all muggings and snatch theft offences involve mobiles millions of gadgets are now logged in the database and organisations such as transport for london regularly consult it when trying to reunite folk with their phones and other gadgets for the drivers finding a mobile in the back of their cab is one of the more pleasant things many have found the survey of what else has been left behind included a harp a dog a hamster and a baby ,"technology, helsinki, munich, london, chicago, oslo, sydney, paris, copenhagen, stockholm, licensed taxi drivers association and pointsec, transport for london, palms, mobilescabs, licensed taxi drivers association, hugh grant, jemima khan, ipod, technology, mobile phones, digital media, mobile telecommunications, microsoft gadgets, windows vista, electronics, taxicab, in case of emergency, mobile telephony, mobile phones"
1420,digital uk driven by net and tv  the uks adoption of digital tv and broadband has helped make it the fourth most digitallysavvy nation in europe according a report by jupiter research  but the uk still lags in terms of broadband speeds compared to others the most digitally sophisticated europeans in terms of use of digital goods such as mobiles tv net and cameras are the scandinavians about  million households in the uk  have digital tv according to the communications regulator ofcom the least digital of the european nations was greece in th position according to the digital life index  scandinavian countries sweden denmark and norway came out top in the report but there were some differences in technology trends the european digital life index demonstrates that digital lifestyles are common today but across europe there is no single digital lifestyle said nate elliott jupiter analyst consumers adopt different digital products and services in different countries  although there are differences between different european nations the gap between them is closing the report concluded the trend for gadgets and technologies such as digital video recorders dvr broadband and videoondemand will continue across europe he added more than six million uk households now have broadband net by the middle of  it is estimated that  of all uk net users will be on broadband cable company ntl is trialling faster adsl asymmetric digital subscriber line broadband technology using adsl which can give speeds of mbps compared to current speeds which are usually around mbps or mbps bt is set to trial the technology later in the year superfast broadband will be necessary to the delivery of services such as highdefinition tv hdtv and videoondemand already very popular in france and other european countries  a separate survey by gmipoll last week found that globally peoples appetite for technology and gadgets continues unabated the poll of  people in  countries found that  wanted more technology  the computer was the musthave gadget for most people  the tv took second place  while the mobile was ranked in third position with  digital cameras were the most popular choice of gadget for  said the survey with nearly  choosing this over wireless home printing and dvr technologies however only  of britons said a digital camera would be their top gadget purchase of the year almost a quarter  said they would be buying some sort of wireless device fortyfour percent said they would be buying something other this might include digital music players or gaming devices the nintendo ds sonys psp and gizmondo all hit the shops in  and the first of the next generation of games consoles xbox  is set to launch later this year jupiter researchs index is calculated using  different variables across net users digital tv adoption wireless and mobile online activity and digital devices ,"technology, nintendo, gmipoll, ntl, bt, sony, jupiter, europe, norway, france, united kingdom, sweden, greece, denmark, digital products, wireless device, broadband technology, technology trends, communications regulator, online activity, european digital life, digital life, nintendo ds, nate elliott, analyst, broadband, digital video recorder, g.992.5, telstra, internet access, technology, terminology, internet service providers, national broadband plan, book:wireless mobile networks24, hdtv, broadband, dvr technologies, broadband technology, wireless device, digital cameras, adsl, digital video, digital camera, high-definition tv"
1421,dublin hitech labs to shut down  dublins hitech research laboratory media labs europe is to shut down  the research centre which was started by the irish government and the massachusetts institute of technology was a hotbed for technology concepts since its opening in  the centre has developed ideas such as implants for teeth and also aimed to be a digital hub for startups in the area the centre was supposed to be selffunded but has failed to attract the private cash injection it needs in a statement media labs europe said the decision to close was taken because neither the irish government nor the prestigious usbased massachusetts institute of technology mit was willing to fund it prime minister bertie ahern had wanted to the centre to become a big draw for smaller hitech companies in an attempt to regenerate the area  about three dozen small firms were attracted to the area but it is thought the effects of the dotcom recession damaged the labs longterm survival the labs needed about  million euros us million a year from corporate sponsors to survive in the end it was too deep and too long a recession said simon jones the labs managing director ian pearson bts futurologist told the bbc news website that the closure was a real shame bt was just one of the companies that had worked with the labs looking at rfid tag developments and video conferencing there were a lot of very talented creative people there and they came up with some great ideas that were helping to ensure greater benefits of technology for society i have no doubt that the individuals will be quickly snapped up by other research labs but the synergies from them working as a team will be lost  noel dempsey the governments communications minister said mr ahern had been very committed to the project he is i know very disappointed it has come to this at the time it seemed to be the right thing to do he said unfortunately the model is not a sustainable one in the current climate  during its five years innovative and some unusual ideas for technologies were developed in recent months  patent applications had been filed by the labs many concepts fed into science engineering and psychology as well as technology but it is thought too few of the ideas were commercially viable in the nearterm several research teams explored how which humans could react with technologies in ways which were entirely different the human connectedness group for example developed the iband a bracelet which stored and exchanged information about you and your relationships this information could be beamed to another wearer when two people shook hands other projects looked at using other human senses like touch to interact with devoices which could be embedded in the environment or on the body itself one project examined how brainwaves could directly control a computer game the labs set up in an old guinness brewery housed around  people made up of staff researchers students collaborators and parttime undergraduate students it is thought more than  people will lose their jobs when the labs close on  february according to its latest accounts media lab europe said it spent  million euros about us million in  and raised just  million euros us million ,"technology, dublin, bbc, bt, europe, united states, us-based massachusetts institute of technology, massachusetts institute of technology, technology concepts, massachusetts institute of technology, media lab europe, us federal reserve, irish government, bertie ahern, simon jones, ian pearson, noel dempsey, prime minister, managing director, communications minister, massachusetts, opentravel alliance, sap se, societates europaeae, media lab europe, technology, business, economy, video conferencing"
